customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
cust_10800,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),60.2,59.38,No
cust_10801,Female,1,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.58,5521.27,No
cust_10802,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,7001.17,No
cust_10803,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.17,2083.76,Yes
cust_10804,Female,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.81,2184.27,No
cust_10805,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,121.04,1659.95,Yes
cust_10806,Female,1,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.04,1456.14,Yes
cust_10807,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.19,2676.0,Yes
cust_10808,Female,0,No,Yes,51,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.44,5749.79,No
cust_10809,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),119.99,2217.19,No
cust_10810,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.1,3610.06,Yes
cust_10811,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.61,816.34,Yes
cust_10812,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.06,175.4,No
cust_10813,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,115.14,6145.53,No
cust_10814,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.2,4161.11,No
cust_10815,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.82,1770.87,Yes
cust_10816,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.26,162.5,Yes
cust_10817,Male,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.01,1037.93,No
cust_10818,Female,1,No,No,59,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.15,4542.54,No
cust_10819,Male,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),59.44,1399.81,No
cust_10820,Male,0,No,No,38,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.53,2899.25,No
cust_10821,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,53.84,606.89,No
cust_10822,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,112.38,5936.48,No
cust_10823,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,118.98,7674.11,No
cust_10824,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,117.2,359.43,No
cust_10825,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,83.39,328.88,No
cust_10826,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.09,1348.67,No
cust_10827,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.07,654.21,No
cust_10828,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.67,65.09,Yes
cust_10829,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.67,6430.84,No
cust_10830,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.43,1268.41,No
cust_10831,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.43,210.68,No
cust_10832,Male,1,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,90.56,4004.39,No
cust_10833,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.93,1706.98,No
cust_10834,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),116.67,7481.41,No
cust_10835,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),122.49,6134.1,No
cust_10836,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.38,3409.8,No
cust_10837,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.19,1634.89,No
cust_10838,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,61.32,1221.48,No
cust_10839,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,106.43,2399.78,No
cust_10840,Male,0,Yes,No,43,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),104.19,4477.33,No
cust_10841,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,93.49,3768.51,No
cust_10842,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,106.49,3048.46,No
cust_10843,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),94.03,478.8,Yes
cust_10844,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.53,4670.72,No
cust_10845,Male,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.44,291.58,No
cust_10846,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),122.64,6156.67,No
cust_10847,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.68,1235.11,No
cust_10848,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.64,0.0,No
cust_10849,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.98,884.08,No
cust_10850,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.77,1879.38,No
cust_10851,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.91,3027.96,No
cust_10852,Male,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.2,2282.35,No
cust_10853,Male,1,Yes,No,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),78.18,152.9,No
cust_10854,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.84,2707.96,No
cust_10855,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),88.92,4548.16,No
cust_10856,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,109.44,1756.97,Yes
cust_10857,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),94.63,1330.76,No
cust_10858,Female,0,Yes,Yes,38,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.07,2849.35,Yes
cust_10859,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,106.32,314.6,No
cust_10860,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,62.13,989.39,No
cust_10861,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.14,1028.95,No
cust_10862,Female,1,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),64.56,712.07,No
cust_10863,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),96.91,2984.56,No
cust_10864,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),116.23,3011.95,No
cust_10865,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.89,1629.11,Yes
cust_10866,Male,1,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,87.49,3748.09,No
cust_10867,Female,0,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.14,2670.99,No
cust_10868,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),106.15,7705.41,No
cust_10869,Female,1,No,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,85.15,3604.72,No
cust_10870,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),93.8,189.13,No
cust_10871,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,84.35,2324.11,Yes
cust_10872,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.2,2960.88,No
cust_10873,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,65.92,3018.39,No
cust_10874,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,68.56,2616.09,No
cust_10875,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.24,1553.79,No
cust_10876,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.54,1917.46,No
cust_10877,Female,1,Yes,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),67.96,972.92,No
cust_10878,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,110.64,1833.17,No
cust_10879,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),67.89,4041.74,No
cust_10880,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),109.01,4341.7,No
cust_10881,Female,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.95,4442.48,Yes
cust_10882,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),84.85,860.87,Yes
cust_10883,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.47,1744.97,No
cust_10884,Female,0,Yes,No,17,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.34,1449.49,No
cust_10885,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.74,1028.52,Yes
cust_10886,Male,1,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,90.35,1328.55,No
cust_10887,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.4,2392.95,No
cust_10888,Female,0,No,Yes,16,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.7,861.73,No
cust_10889,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.72,1888.3,No
cust_10890,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.04,2247.58,No
cust_10891,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.9,1914.38,No
cust_10892,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,90.2,2870.29,No
cust_10893,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.87,901.24,Yes
cust_10894,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.24,263.03,No
cust_10895,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.23,0.0,Yes
cust_10896,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.39,1629.09,No
cust_10897,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,70.45,2754.37,No
cust_10898,Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.11,523.18,No
cust_10899,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.71,2464.09,No
cust_10900,Male,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.69,1327.19,No
cust_10901,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.2,1815.51,Yes
cust_10902,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.32,864.09,Yes
cust_10903,Male,0,No,No,44,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,66.86,3005.27,No
cust_10904,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),78.49,4938.69,No
cust_10905,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,79.29,3572.15,No
cust_10906,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.48,803.87,No
cust_10907,Male,0,No,No,31,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,81.95,2595.49,Yes
cust_10908,Male,0,Yes,No,48,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.32,2471.87,Yes
cust_10909,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.71,548.0,No
cust_10910,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.23,5682.61,No
cust_10911,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.33,1418.6,No
cust_10912,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.64,1217.71,No
cust_10913,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),64.49,634.34,No
cust_10914,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.07,2753.72,No
cust_10915,Female,0,No,No,14,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,116.17,1622.87,No
cust_10916,Female,1,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.7,1703.24,Yes
cust_10917,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.51,1220.66,Yes
cust_10918,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),67.08,932.5,No
cust_10919,Female,1,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.38,6354.8,No
cust_10920,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.92,367.75,No
cust_10921,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,93.54,2553.51,Yes
cust_10922,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),72.8,4514.51,No
cust_10923,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.94,4160.23,No
cust_10924,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.3,5656.31,No
cust_10925,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),85.32,1761.36,No
cust_10926,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.27,809.72,No
cust_10927,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.84,1101.03,Yes
cust_10928,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,100.44,4608.19,No
cust_10929,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,109.44,2977.19,No
cust_10930,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,81.63,1291.68,No
cust_10931,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,94.02,1809.01,No
cust_10932,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),91.15,453.97,No
cust_10933,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.15,602.62,Yes
cust_10934,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),90.82,724.81,No
cust_10935,Male,1,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.57,2871.0,Yes
cust_10936,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.68,3264.96,Yes
cust_10937,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,85.13,5825.02,No
cust_10938,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,80.41,3803.36,No
cust_10939,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,73.64,2130.67,No
cust_10940,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,114.78,1755.88,Yes
cust_10941,Male,0,No,No,64,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,116.71,7565.28,Yes
cust_10942,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),96.15,1225.4,No
cust_10943,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.42,4253.96,No
cust_10944,Male,1,No,No,36,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.67,2428.33,No
cust_10945,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),124.47,5875.04,Yes
cust_10946,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,81.24,4085.64,No
cust_10947,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.88,2716.1,No
cust_10948,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,104.5,5225.17,No
cust_10949,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),55.71,1249.4,No
cust_10950,Male,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.65,4137.33,No
cust_10951,Female,0,Yes,No,70,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,92.1,6329.71,No
cust_10952,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.96,3600.78,No
cust_10953,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,109.84,3051.45,Yes
cust_10954,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,91.36,1692.55,No
cust_10955,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.74,1517.52,No
cust_10956,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,109.09,6113.86,Yes
cust_10957,Male,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,62.07,3634.88,No
cust_10958,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,87.02,2140.06,No
cust_10959,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),61.14,1079.71,No
cust_10960,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.83,387.5,No
cust_10961,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.48,1816.55,No
cust_10962,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.09,871.67,Yes
cust_10963,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),109.45,7670.87,No
cust_10964,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.61,291.25,No
cust_10965,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,96.97,6469.98,No
cust_10966,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),103.58,1165.34,No
cust_10967,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,55.62,1842.02,No
cust_10968,Female,0,No,No,38,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.96,2010.97,Yes
cust_10969,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.43,3323.05,Yes
cust_10970,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.21,278.62,No
cust_10971,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,124.12,7824.29,Yes
cust_10972,Male,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),45.78,1173.35,Yes
cust_10973,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.09,1738.44,Yes
cust_10974,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.52,1478.09,No
